episode,reward,victims_rescued,coverage_ratio,steps,total_loss,actor_loss,critic_loss,entropy
164,54.50834902712959,7,0.19555555,150,3.1160243861132155,0.009840341162328658,3.106184044950887,0.12908338358331667
165,26.859525299357884,9,0.24444444,150,3.9774322713921335,-0.00016282339531340097,3.977595094787447,0.14442068465838306
166,45.63122668346454,6,0.14666666,150,3.6928154940618887,-0.0017297012290280116,3.694545195290917,0.14449756783678344
167,58.11058540743424,5,0.16444445,150,3.1235513205878975,0.018244979128020963,3.1053063414598765,0.14028565664040415
168,73.23474183256369,8,0.33333334,150,3.7402826837741916,-0.004704171111562142,3.7449868548857537,0.146091401233877
169,62.12324822332687,2,0.09777778,150,3.5169973545278865,0.012021605054063625,3.504975749473823,0.12952336399374823
170,-20.207578565783592,5,0.14222223,150,2.7337448633962165,0.0033729909429032552,2.730371872453313,0.13295754305038013
171,69.80374401964528,9,0.31555554,150,3.415046161420545,0.001866157595558386,3.413180003824987,0.13104860661061188
172,34.83416264328474,9,0.26666668,150,3.6450555756884184,0.008679670036623352,3.636375905651795,0.13224789407104254
173,42.211768577028664,4,0.16,150,3.1373144952813163,0.0051442588569204275,3.132170236424396,0.12261871674931363
174,49.89358701579596,6,0.23555556,150,3.2560887739037803,0.0037282731163462528,3.2523605007874337,0.12749278976729042
175,47.97559209301625,6,0.23555556,150,3.073623034067599,0.005111219012178481,3.0685118150554205,0.12146391155884455
176,67.61566617017985,7,0.2888889,150,3.1538321100616535,-0.0018536115898505638,3.155685721651504,0.1418494462574783
177,60.28920808676455,5,0.22666667,150,3.386149559794974,0.016264113585317607,3.3698854462096564,0.1310799265476434
178,72.49960906281761,5,0.25333333,150,3.1276925680423644,-0.006279543458827232,3.133972111501192,0.12402802294022158
179,50.12721465864991,6,0.22666667,150,3.1254583154866276,0.019390780362300575,3.106067535124327,0.12282525919573872
180,66.07425720539501,5,0.25333333,150,2.9598205739901844,0.002855721603784906,2.9569648523863994,0.12726113322730126
181,68.58203041268916,6,0.28,150,2.8663467086643273,-0.00043078706183127666,2.8667774957261587,0.13457965664565563
182,59.44523440917701,8,0.25777778,150,3.6002496300681837,-0.0003382986975147536,3.6005879287656986,0.13222702832794503
183,74.34340131449758,11,0.37777779,150,2.8741707147442197,0.007808092050254345,2.8663626226939654,0.12743434275647528
184,72.68771722832616,9,0.31111112,150,3.8247374488151094,-0.004050262290739307,3.8287877111058486,0.12762748548074773
185,67.34077323084308,6,0.30222222,150,3.0877739397845674,-0.00013977691751757733,3.0879137167020847,0.12032507982497152
186,47.310156611441194,6,0.17777778,150,3.41164065030477,0.00839087009846576,3.4032497802063038,0.13057110541941305
187,65.34559970349483,5,0.22222222,150,,,,
188,22.232773295433432,6,0.17777778,150,,,,
189,41.65478732958221,6,0.20888889,150,,,,
190,65.43985674027152,8,0.23555556,150,,,,
191,72.62891237455803,4,0.15111111,150,,,,
192,66.83173217631023,8,0.28444445,150,,,,
193,68.62987858678042,3,0.22666667,150,,,,
194,14.796950676700579,7,0.15555556,150,,,,
195,68.34008050559994,3,0.115555555,150,,,,
196,68.68320822077858,6,0.28444445,150,,,,
197,68.64906978745523,15,0.39555556,141,,,,
198,37.39693078792259,5,0.2,150,,,,
199,73.433430228958,4,0.22666667,150,,,,
200,73.09341815687785,10,0.32444444,150,,,,
201,65.46376525027738,6,0.19111112,150,,,,
202,67.32028126537608,5,0.26666668,150,,,,
203,30.38008759809543,4,0.16,150,,,,
204,17.427741253579125,4,0.12,150,,,,
205,60.07896557453066,6,0.2711111,150,,,,
206,66.57646629945951,5,0.18222222,150,,,,
207,72.0599955580241,7,0.24,150,,,,
208,44.37772475127169,6,0.16,150,,,,
209,25.8729555326386,6,0.14666666,150,,,,
210,71.61023077018349,8,0.31555554,150,,,,
211,49.83355235691886,11,0.31555554,150,,,,
212,71.20548983092885,8,0.29333332,150,,,,
