episode,reward,victims_rescued,coverage_ratio
3756,-65.54960034799434,1,0.075555556
3757,-54.73661718171065,3,0.11111111
3758,-79.59702096886804,2,0.075555556
3759,-41.8361927137846,3,0.13333334
3760,-55.05912669860677,2,0.14222223
3761,-66.39311704525424,2,0.093333334
3762,-51.7709805334755,3,0.093333334
3763,-59.879487312809275,1,0.10222222
3764,-61.75374788957226,3,0.13777778
3765,-55.275827699536265,4,0.093333334
3766,-57.38929713473067,2,0.115555555
3767,-62.47330965768285,2,0.06666667
3768,-83.79565788364818,1,0.06666667
3769,-42.8592096976394,3,0.15555556
3770,-48.40151726993577,3,0.09777778
3771,-45.731583798262605,4,0.16444445
3772,-19.037003302355576,5,0.18222222
3773,-42.711534504818566,4,0.08
3774,-63.810688408865964,2,0.093333334
3775,-52.21962555311372,3,0.075555556
3776,-45.58755689587856,3,0.14222223
3777,-32.04643694802109,4,0.13333334
3778,-39.47652860823204,4,0.13333334
3779,-32.33240238830088,4,0.13777778
3780,-19.73265151942338,5,0.12888889
3781,-47.171075025715965,3,0.11111111
3782,-43.24249137858049,3,0.13333334
3783,-56.895301264434536,2,0.08444444
3784,-69.74827701690421,1,0.16
3785,-50.575571885106854,2,0.13333334
3786,-29.88167018707111,5,0.16444445
3787,-31.704236415500976,4,0.14222223
3788,-40.43433373018354,3,0.14666666
3789,-48.248842373520844,3,0.12444445
3790,-51.77846472546696,4,0.11111111
3791,-30.99628486613038,4,0.115555555
3792,-60.80477022366599,3,0.093333334
3793,-57.607977721827474,2,0.115555555
3794,-23.45073093279449,5,0.14222223
3795,-28.915168565340235,5,0.12888889
3796,-1.158802456571598,7,0.15555556
3797,-45.16293346396916,3,0.10222222
3798,-70.86301451916395,2,0.08888889
3799,-43.666533412038675,4,0.12888889
3800,-27.15518665173223,4,0.13333334
3801,-48.90374613676296,3,0.09777778
3802,-49.88867248670729,3,0.11111111
3803,-39.36665415563179,4,0.10666667
3804,-31.141641353208083,4,0.13777778
3805,-49.58417293717112,2,0.11111111
3806,-64.70933987138253,2,0.075555556
3807,-56.426653100872095,2,0.10666667
3808,-33.043377204958496,5,0.12888889
3809,-30.747166489171256,5,0.12888889
3810,-59.89051120873509,2,0.10222222
3811,-38.82334252163898,4,0.16444445
3812,-49.84286312261203,4,0.10666667
3813,-57.5508729670903,4,0.12444445
3814,-67.05473254730218,1,0.15555556
3815,-42.101122407657186,4,0.09777778
3816,-44.99091146001718,3,0.10222222
3817,-63.378320368461914,2,0.093333334
3818,-54.92237673492905,3,0.14666666
3819,-9.486891191218604,6,0.13777778
3820,-28.896280003359898,4,0.13777778
3821,-41.46773405616928,4,0.13333334
3822,-62.53600366455851,2,0.115555555
3823,-27.268552278711013,5,0.16888888
3824,-41.6339712879303,3,0.115555555
3825,-61.2640849172763,3,0.12
3826,-40.29475618022953,3,0.13777778
3827,-46.640042194447254,4,0.08888889
3828,-51.415638786356055,2,0.08
3829,-50.585074157585964,3,0.11111111
3830,-55.66323261515335,2,0.10222222
3831,-30.602061217176157,4,0.13777778
3832,-40.17091722100348,4,0.07111111
3833,-66.02359969584795,2,0.08444444
3834,-43.374515573160245,3,0.12888889
3835,-34.0943258502483,4,0.13333334
3836,-41.63583274636211,3,0.10222222
3837,-49.2439689908125,3,0.10222222
3838,-63.72612961629228,2,0.12444445
3839,-43.162060477008595,4,0.11111111
3840,-64.70544876358169,1,0.08888889
3841,-33.073519299534,5,0.12444445
3842,-48.18696048232231,3,0.14666666
3843,-52.77786293981793,2,0.11111111
3844,-60.510760584470866,2,0.15555556
3845,-73.90587908440429,2,0.057777777
3846,-60.56561742817102,2,0.12888889
3847,-48.624954232664784,3,0.093333334
3848,-58.53483095463863,3,0.08444444
3849,-33.37388281561479,4,0.12
3850,-54.49921706337305,3,0.11111111
3851,-70.24337310877485,3,0.08888889
3852,-80.91696033228486,1,0.04888889
3853,-63.318604421743494,1,0.10666667
3854,-34.11368795149388,4,0.13777778
3855,-56.348245507805196,2,0.11111111
3856,-77.00987257858347,1,0.11111111
3857,-19.020299273012483,5,0.14666666
3858,-42.512465419961416,4,0.093333334
3859,-61.87700230313371,2,0.14222223
3860,-19.544347770907024,5,0.15555556
3861,-49.23669434189804,3,0.10222222
3862,-59.46007291462026,2,0.08
3863,-45.72976622288466,4,0.10666667
3864,-54.784987354649246,3,0.12444445
3865,-67.63092844184217,1,0.093333334
3866,-44.401890900894394,3,0.10222222
3867,-54.07331362301131,2,0.12888889
3868,-82.31035256976816,1,0.075555556
3869,-65.82067405205586,3,0.13333334
3870,-31.344447124810987,4,0.14222223
3871,-47.00440045995966,4,0.093333334
3872,-29.081184156395654,4,0.13777778
3873,-51.53599814130317,3,0.13333334
3874,-32.399053299556826,4,0.12444445
3875,-44.592910994550806,4,0.15111111
3876,-26.40768768998315,5,0.15555556
3877,-35.17120296554717,4,0.14222223
3878,-65.03475186573993,1,0.08
3879,-48.99096805017503,3,0.15555556
3880,-57.370591298225214,3,0.075555556
3881,-57.877605135983885,2,0.093333334
3882,-23.33931820334747,5,0.17777778
3883,-67.75822459902504,2,0.12888889
3884,-76.21379158848389,1,0.11111111
3885,-31.762221664912744,4,0.14222223
3886,-59.6801872597411,2,0.12
3887,-23.61856152506592,5,0.12888889
3888,-38.482260325384274,4,0.14666666
3889,-53.11679989530393,3,0.093333334
3890,-58.554560627256684,2,0.08888889
3891,-51.83287689374479,3,0.12
3892,-44.895996808874045,3,0.062222224
3893,-46.84459990007517,3,0.115555555
3894,-11.973457343839808,6,0.15555556
3895,-48.53325908558374,3,0.12
3896,-51.867603554106005,3,0.12444445
3897,-37.68978753458794,4,0.13777778
3898,-55.530562126976754,3,0.09777778
3899,-46.7326277054118,4,0.12
3900,-42.9680762490475,4,0.15111111
3901,-41.97478431266451,4,0.11111111
3902,-52.287335466291765,3,0.11111111
3903,-32.88274494226023,4,0.14666666
3904,-48.03673243486255,3,0.10222222
3905,-42.62357632305394,3,0.13333334
3906,-39.93156183130188,4,0.15111111
3907,-65.28143692042434,2,0.09777778
3908,-69.78606464153725,1,0.12444445
3909,-9.15969919752101,6,0.16444445
3910,-44.55410481292741,4,0.11111111
3911,-41.28927061246212,3,0.15111111
3912,-35.67158327207335,4,0.11111111
3913,-33.53574780615956,4,0.13333334
3914,-15.906364142565161,6,0.12888889
3915,-40.45126670246947,4,0.13333334
3916,-36.138108791593545,4,0.12888889
3917,-40.18815419048969,3,0.12
3918,-25.154020236212055,5,0.16
3919,-82.21436369380059,1,0.09777778
3920,-69.13319872090617,2,0.12444445
3921,-43.58077417597544,4,0.12888889
3922,-51.86073371583398,3,0.13333334
3923,-76.17206159740222,1,0.08
3924,-45.9668181778121,4,0.08888889
3925,-52.92255817542272,4,0.10222222
3926,-67.70633467132744,2,0.08444444
3927,-71.0908992020671,1,0.12
3928,-69.70485890692223,2,0.11111111
3929,-30.48621958568855,5,0.15555556
3930,-45.94956090248777,3,0.14222223
3931,-30.114108789378,5,0.12888889
3932,-27.59799602986358,5,0.08888889
3933,-60.117989385648926,1,0.12444445
3934,-34.171717039372176,4,0.09777778
3935,-69.2248074867124,3,0.093333334
3936,-46.16740323603181,3,0.09777778
3937,-54.59863080846526,4,0.11111111
3938,-58.91281493443152,3,0.08888889
3939,-53.459202170111375,3,0.14222223
3940,-63.51334166378824,3,0.08444444
3941,-55.08010749949237,2,0.10222222
3942,-28.049411786143704,4,0.16444445
3943,-37.34328704282915,5,0.10666667
3944,-55.244281088761035,2,0.115555555
3945,-36.451247000737546,4,0.14222223
3946,-49.79920712158656,2,0.13777778
3947,-30.83375766281192,5,0.13333334
3948,-31.4369484918898,4,0.13333334
3949,-62.33748660505782,1,0.08
3950,-35.29597277674932,4,0.13333334
3951,-33.46776430627761,4,0.12444445
3952,-41.110737032247535,3,0.12
3953,-38.18262674291155,5,0.12888889
3954,-53.17961582987465,3,0.09777778
3955,-33.20106499173547,4,0.13333334
3956,-45.472294441746286,3,0.08888889
3957,-21.765464844338126,5,0.14666666
3958,-31.636230454855443,4,0.12
3959,-24.61812962949546,5,0.12
3960,-37.86977436817703,4,0.13333334
3961,-53.35142872259398,3,0.08444444
3962,-22.596126770667674,5,0.16
3963,-58.19641640611597,2,0.093333334
3964,-23.96946609083375,5,0.16444445
3965,-58.09231263698813,2,0.07111111
3966,-34.94745394159868,4,0.14222223
3967,-38.085992478236236,4,0.14666666
3968,-21.988488596762437,5,0.14666666
3969,-63.876593752366944,3,0.12888889
3970,-39.454692948204425,4,0.13777778
3971,-28.13085236796541,5,0.11111111
3972,-43.98757586580811,3,0.13777778
3973,-31.507028955253734,4,0.12888889
3974,-44.343958868417204,3,0.115555555
3975,-44.901632745581225,3,0.12
3976,-26.71641864308837,5,0.12888889
3977,-66.98960127807281,2,0.11111111
3978,-67.43145790183779,2,0.12
3979,-61.50414228114929,2,0.115555555
3980,-16.143293033963246,5,0.13777778
3981,-49.1237869202689,3,0.115555555
3982,-44.63417485301257,3,0.16
3983,-53.14468547993231,2,0.12444445
3984,-58.98266125840962,2,0.13333334
3985,-40.44229158174137,4,0.15111111
3986,-38.02932552638328,3,0.14666666
3987,-40.35393195635432,3,0.115555555
3988,-47.476966157241456,3,0.15111111
3989,-58.875791355318796,2,0.14222223
3990,-54.751026460452245,2,0.15555556
3991,-59.35726427569502,2,0.11111111
3992,-39.920304059084835,4,0.14222223
3993,-53.53130325112772,2,0.13777778
3994,-18.639642926907392,5,0.13777778
3995,-47.96919596435272,3,0.16
3996,-58.68007753684079,2,0.16444445
3997,-51.729727095527835,4,0.13333334
3998,-67.4550390891341,2,0.11111111
3999,-48.72170071262735,3,0.10666667
4000,-51.507966755757145,3,0.14222223
4001,-74.05173774839392,2,0.044444446
4002,-21.106369726425488,5,0.115555555
4003,-18.17581239738087,5,0.10222222
4004,-65.09572284009663,2,0.09777778
4005,-59.60764172380028,2,0.11111111
4006,-56.82614406347312,2,0.12444445
4007,-46.003380457308026,4,0.08888889
4008,-65.71449441632419,1,0.11111111
4009,-73.40886631015736,2,0.08
4010,-61.5586180715584,1,0.12444445
4011,-57.899468737156035,2,0.12888889
4012,-82.77537010828559,1,0.06666667
4013,-35.397849335388834,4,0.15555556
4014,-43.272490764892666,3,0.14666666
4015,-39.042946148902764,4,0.16
4016,-57.03138814791515,2,0.10666667
4017,-49.77127398923546,3,0.14666666
4018,-40.502310634816325,4,0.14222223
4019,-49.62532109560279,3,0.12
4020,-35.423126152993326,4,0.12444445
4021,-47.17475797067435,3,0.15111111
4022,-30.485036492881786,4,0.115555555
4023,-27.333347914751414,5,0.13333334
4024,-48.38278433508158,2,0.13333334
4025,-30.610127320085017,4,0.115555555
4026,-37.8556029084331,4,0.13333334
4027,-45.073069860702844,4,0.115555555
4028,-41.82788077384935,3,0.15111111
4029,-60.90480712995793,3,0.07111111
4030,-65.94070641299503,1,0.14222223
4031,-27.542249005833455,4,0.15555556
4032,-37.88468213804353,4,0.17333333
4033,-84.75602386694473,1,0.10666667
4034,-30.947262318053298,4,0.14666666
4035,-40.541645098893426,4,0.14222223
4036,-31.682795466960744,4,0.12888889
4037,-43.626744827077076,3,0.115555555
4038,-70.85682356633343,2,0.11111111
4039,-37.89793351043505,4,0.12888889
4040,-33.53570877412576,4,0.12444445
4041,-33.517240631896236,4,0.15111111
4042,-33.09219754446348,4,0.12888889
4043,-57.58405853798022,2,0.08888889
4044,-49.580211587511826,4,0.12
4045,-45.948380641279,5,0.10222222
4046,-51.19792583984299,3,0.08444444
4047,-43.75015859791126,4,0.13333334
4048,-32.54372415986248,4,0.15555556
4049,-86.07655017207568,2,0.057777777
4050,-55.80124886097645,2,0.075555556
4051,-44.40065645907909,3,0.10666667
4052,-44.364529169711744,3,0.09777778
4053,-73.35587842651984,2,0.10222222
4054,-52.91542133315544,3,0.12
4055,-45.85873792159113,3,0.14222223
4056,-53.848136212320874,2,0.10222222
4057,-33.039076544921016,4,0.12
4058,-43.252550348831015,3,0.14666666
4059,-62.01651516700753,2,0.10222222
4060,-52.870720684179524,2,0.14222223
4061,-83.30077489479864,1,0.11111111
4062,-34.81447391690625,4,0.11111111
4063,-48.682385358634335,2,0.093333334
4064,-31.617541233187715,4,0.11111111
4065,-39.55942068464983,3,0.13777778
4066,-21.94913453417108,5,0.16
4067,-36.90016142704654,4,0.13777778
4068,-53.813101635484166,2,0.12888889
4069,-41.592317245391264,3,0.13777778
4070,-34.04913336838307,4,0.115555555
4071,-69.91350949569814,2,0.11111111
4072,-56.69237045957833,3,0.09777778
4073,-63.87472952605235,2,0.09777778
4074,-48.165557592140836,4,0.12444445
4075,-59.32718352555899,2,0.09777778
4076,-37.966521856163666,4,0.115555555
4077,-44.10081272864353,3,0.10666667
4078,-53.2722511304352,2,0.12
4079,-48.182655848067796,2,0.08888889
4080,-56.44008651845128,2,0.12
4081,-40.02696731877696,3,0.115555555
4082,-76.70416120203083,2,0.057777777
4083,-51.38087656818216,3,0.12444445
4084,-44.82492365107729,4,0.12
4085,-47.80351314304954,3,0.13333334
4086,-46.66174493061706,3,0.08444444
4087,-40.5767297190307,4,0.14222223
4088,-34.40274483086394,4,0.13777778
4089,-31.22067285439308,4,0.14666666
4090,-45.828557395364285,4,0.12444445
4091,-44.31768355508461,3,0.12444445
4092,-31.47047039789128,4,0.14666666
4093,-35.93968385052349,4,0.16444445
4094,-52.189535339383745,2,0.16
4095,-49.80506071645842,3,0.10666667
4096,-41.90897630303254,3,0.12
4097,-40.768260795857096,3,0.10222222
4098,-69.07565261629253,1,0.10222222
4099,-56.33826287236644,2,0.12888889
4100,-53.03040021902444,3,0.093333334
4101,-65.70912002824758,1,0.10222222
4102,-45.3111655817887,3,0.12888889
4103,-66.285622321563,1,0.10666667
4104,-46.87439232436755,3,0.13333334
4105,-41.96027923318329,3,0.16
4106,-33.154372004138715,4,0.13777778
4107,-49.828061636151915,2,0.115555555
4108,-55.78007693560962,2,0.15555556
4109,-46.707293329532604,3,0.14222223
4110,-69.28333818286472,1,0.08
4111,-60.9564582191936,3,0.12444445
4112,-38.44931353762892,3,0.14666666
4113,-51.853256648864345,2,0.115555555
4114,-52.52154713688246,3,0.115555555
4115,-50.82723221025938,2,0.09777778
4116,-44.13785546912688,3,0.14666666
4117,-59.1518871830303,2,0.14222223
4118,-102.9762761580009,1,0.031111112
4119,-14.010436645375224,6,0.13333334
4120,-49.74607138078691,2,0.08888889
4121,-28.972033276511112,4,0.15555556
4122,-65.77487384086994,1,0.075555556
4123,-29.908924180629853,4,0.12
4124,-62.52748161265733,1,0.10222222
4125,-42.539972297993096,3,0.10222222
4126,-65.66072211314648,2,0.12444445
4127,-39.696512761110455,3,0.15111111
4128,-38.09964240476409,4,0.115555555
4129,-33.12370383846824,4,0.12444445
4130,-46.80544228788906,3,0.11111111
4131,-53.16144689255045,2,0.10666667
4132,-40.71255958882916,3,0.15555556
4133,-35.26174355704951,4,0.13777778
4134,-63.963486846819414,1,0.13333334
4135,-42.80166555479875,3,0.12
4136,-34.40965836352541,5,0.15111111
4137,-42.42311948439061,3,0.16444445
4138,-49.34976351606211,2,0.13333334
4139,-59.42316329624044,2,0.08888889
4140,-100.1051974063904,2,0.04
4141,-37.62353494127267,4,0.15111111
4142,-39.060908888418176,4,0.10222222
4143,-29.611154576999756,4,0.14222223
4144,-40.04795989553619,3,0.10666667
4145,-40.45729480694078,3,0.10222222
4146,-34.982183963099835,4,0.12
4147,-56.87595099310591,2,0.10222222
4148,-28.79333698056615,4,0.12
4149,-58.96353974270867,2,0.16888888
4150,-25.255678221973692,5,0.14666666
4151,-21.459968903806935,6,0.14222223
4152,-39.27975446059107,3,0.13777778
4153,-28.443811453233508,5,0.115555555
4154,-54.75843439563417,2,0.12444445
4155,-52.116213839034344,3,0.12888889
4156,-38.61376970456687,3,0.13777778
4157,-42.052136914865216,4,0.115555555
4158,-24.52231272820317,5,0.14666666
4159,-49.238293323229044,3,0.13333334
4160,-82.65910575610162,2,0.093333334
4161,-50.722726779693346,4,0.12444445
4162,-36.204040440902716,4,0.15555556
4163,-68.6364685517327,3,0.10222222
4164,-52.14660173426144,2,0.13777778
4165,-38.98188113735478,4,0.14222223
4166,-51.928720608311664,3,0.12444445
4167,-54.71791380752801,2,0.09777778
4168,-21.622065258897095,5,0.12444445
4169,-72.64236602296998,1,0.10666667
4170,-55.157406536492104,3,0.14666666
4171,-42.538948813254585,4,0.13777778
4172,-62.957721145006246,1,0.16
4173,-30.10505775900954,4,0.14666666
4174,-9.808282181824307,6,0.16444445
4175,-33.69699141128365,4,0.13777778
4176,-61.17516120812217,2,0.10666667
4177,-37.89147010653673,4,0.12444445
4178,-88.36115809679471,2,0.08888889
4179,-35.273446681822655,4,0.14222223
4180,-60.193032430889204,2,0.10666667
4181,-38.67063161624523,4,0.15555556
4182,-74.45451331739643,1,0.10666667
4183,-53.65346745869339,2,0.12
4184,-34.02160899744418,4,0.12888889
4185,-62.981293085921266,2,0.12888889
4186,-64.32901386866514,1,0.13333334
4187,-50.312872105599986,3,0.12888889
4188,-35.57906801509531,4,0.14222223
4189,-38.94768403700457,3,0.11111111
4190,-35.57803526724666,4,0.14222223
4191,-54.911962139393594,2,0.16
4192,-31.869571391552284,4,0.16
4193,-99.3020309413959,1,0.031111112
4194,-48.12323737829566,3,0.16
4195,-45.8116078778654,3,0.10222222
4196,-57.47885192040985,3,0.12888889
4197,-65.92690301810735,2,0.13333334
4198,-89.33911220366016,2,0.06666667
4199,-30.213640561337535,4,0.14222223
4200,-52.171274767544396,2,0.16
4201,-79.8824526177689,2,0.04888889
4202,-31.42404973224137,4,0.16444445
4203,-30.878512634169617,4,0.16
4204,-39.91309525301157,4,0.12444445
4205,-58.01096570727617,3,0.12444445
4206,-25.735945932810647,5,0.115555555
4207,-56.21946169893568,3,0.13777778
4208,-32.4407342916752,4,0.15111111
4209,-30.40371735440756,4,0.12444445
4210,-40.89222100761402,3,0.12888889
4211,-57.8620197666616,2,0.115555555
4212,-43.20316614798277,3,0.12888889
4213,-39.40515793107255,3,0.13777778
4214,-43.10159754304065,4,0.14666666
4215,-23.161991740142017,5,0.13333334
4216,-104.20156399362041,1,0.026666667
4217,-29.51074249704725,4,0.16
4218,-59.564752417642424,3,0.13333334
4219,-45.671164808083695,3,0.12
4220,-29.618008960913667,5,0.15111111
4221,-18.93037462220586,5,0.15555556
4222,-9.783907420662908,6,0.15111111
4223,-74.39576416123796,2,0.057777777
4224,-41.40357037086606,3,0.10222222
4225,-31.791312353105187,4,0.13777778
4226,-61.50398959610732,2,0.08888889
4227,-34.030210172066205,4,0.13777778
4228,-54.281828830509795,2,0.10666667
4229,-54.559929045375156,2,0.16888888
4230,-25.217828334206352,5,0.16444445
4231,-72.33676803126728,2,0.10222222
4232,-39.1420414329849,3,0.16
4233,-52.26923171021831,2,0.12444445
4234,-41.52052933357578,3,0.12888889
4235,-46.859756780615974,3,0.08
4236,-53.74722038555696,3,0.08444444
4237,-48.15898330291175,3,0.12444445
4238,-41.61831158107228,3,0.11111111
4239,-45.27552484879804,3,0.15555556
4240,-51.293482017023464,2,0.12
4241,-41.45634984284119,3,0.115555555
4242,-72.08425185521469,1,0.09777778
4243,-42.279573389475,3,0.12
4244,-33.63958435964715,4,0.14222223
4245,-29.368829048918045,5,0.10222222
4246,-47.1549616655448,3,0.093333334
4247,-31.064211155266158,4,0.10222222
4248,-28.527544398404597,4,0.10666667
4249,-43.452066264970355,3,0.14666666
4250,-32.43478996769082,4,0.16
4251,-29.043924900182674,5,0.13777778
4252,-37.416407940995136,4,0.08444444
4253,-40.66049196255493,4,0.12444445
4254,-41.918131871828145,4,0.12444445
4255,-32.66133246032181,4,0.12444445
4256,-49.19609769128675,3,0.12
4257,-8.48687871216803,6,0.16888888
4258,-64.2787509174778,2,0.10666667
4259,-15.899591826541759,6,0.16
4260,-73.38207092739066,2,0.13333334
4261,-57.70936088294694,2,0.12444445
4262,-38.152438643567606,4,0.12888889
4263,-33.519267895738565,4,0.16444445
4264,-30.94583227080987,4,0.12
4265,-43.20203779188129,3,0.12
4266,-45.90312773714074,3,0.12444445
4267,-55.77525474389567,3,0.12888889
4268,-42.14106090833446,3,0.13777778
4269,-35.737472735995055,4,0.12444445
4270,-51.020863922171515,2,0.11111111
4271,-21.91209168348535,5,0.16888888
4272,-22.25016956944237,5,0.12444445
4273,-41.18165039413556,3,0.10666667
4274,-40.772914758707344,4,0.093333334
4275,-62.83464920512132,1,0.10222222
4276,-62.86360639628339,1,0.09777778
4277,-55.43116358226744,3,0.12
4278,-47.352928354948475,4,0.093333334
4279,-51.490645750697794,3,0.11111111
4280,-41.23659619230022,5,0.13333334
4281,-23.38250545678013,5,0.11111111
4282,-40.12563986774312,4,0.10222222
4283,-42.88402227426645,4,0.15111111
4284,-68.84272087704944,2,0.08888889
4285,-47.07760758208703,3,0.08888889
4286,-51.88110356475805,3,0.11111111
4287,-59.370684823980355,2,0.06666667
4288,-49.84984859578926,3,0.16444445
4289,-52.598218021796384,3,0.09777778
4290,-53.398768731852954,3,0.10666667
4291,-30.949702902486322,4,0.13777778
4292,-46.66220262323957,4,0.08888889
4293,-45.39967206046613,4,0.08888889
4294,-23.740436218880575,5,0.12
4295,-66.82763206670077,3,0.08444444
4296,-55.415999477946634,2,0.12888889
4297,-54.47765005052506,3,0.13333334
4298,-41.373280203234344,4,0.10666667
4299,-51.77781564125603,2,0.12
4300,-53.092734216186756,3,0.15111111
4301,-91.62551632360851,1,0.031111112
4302,-36.12535980444481,4,0.12
4303,-48.99582664274535,3,0.15555556
4304,-46.774442510820556,4,0.08888889
4305,-25.332568159750988,5,0.16888888
4306,-43.17492947095037,4,0.12
4307,-41.88905057170611,3,0.10222222
4308,-46.797988270534916,3,0.12888889
4309,-51.3066873114946,2,0.13333334
4310,-36.18600953797485,5,0.12444445
4311,-31.609283817728013,4,0.12
4312,-32.49570452926781,4,0.15555556
4313,-29.65578005623297,4,0.14222223
4314,-14.57628692770929,6,0.15555556
4315,-51.390098638291384,3,0.12
4316,-53.192145522142276,2,0.12444445
4317,-50.213051846367065,3,0.12444445
4318,-90.23721984450927,2,0.053333335
4319,-44.04093364811292,3,0.10666667
4320,-24.4399817955353,6,0.14222223
4321,-28.557760945287015,4,0.13333334
4322,-38.48113942735472,4,0.115555555
4323,-60.73776631095338,3,0.08444444
4324,-33.217750175912755,4,0.14666666
4325,-57.03498670015966,2,0.093333334
4326,-47.94199296039433,3,0.13777778
4327,-23.827625631530474,5,0.16
4328,-45.71146556901891,3,0.13777778
4329,-66.76053182566777,2,0.08888889
4330,-49.88122390120105,2,0.09777778
4331,-53.082391489372604,2,0.13333334
4332,-52.774350962636525,2,0.13333334
4333,-89.04751210925184,2,0.08444444
4334,-56.079137134614186,2,0.12
4335,-34.34025404978862,4,0.093333334
4336,-71.85411774410291,3,0.09777778
4337,-40.48892732505172,3,0.14666666
4338,-40.53315479143788,4,0.12888889
4339,-61.912170328495264,2,0.115555555
4340,-43.54448138038739,4,0.14666666
4341,-45.76532486171859,4,0.10222222
4342,-34.81419469204362,4,0.15111111
4343,-68.8877838696433,1,0.10222222
4344,-57.819197835451035,2,0.115555555
4345,-45.767711323928125,4,0.12444445
4346,-48.27792255766525,3,0.12888889
4347,-32.85213751032309,4,0.115555555
4348,-60.06030704132135,3,0.13333334
4349,-41.42301761488954,3,0.16888888
4350,-73.87404531010208,2,0.093333334
4351,-47.60672368949468,3,0.12444445
4352,-32.02370222563494,4,0.15555556
4353,-45.000735898937734,3,0.08888889
4354,-33.14343323039231,4,0.12444445
4355,-74.5204928298861,2,0.093333334
4356,-29.094440955790894,4,0.115555555
4357,-69.00315992639551,1,0.12888889
4358,-43.91495735677923,4,0.14222223
4359,-42.680607840281056,4,0.13333334
4360,-47.415055893818,4,0.13777778
4361,-74.49344938346538,1,0.08
4362,-57.530263551619726,2,0.10666667
4363,-36.84723408569925,4,0.10666667
4364,-57.87508361036417,2,0.09777778
4365,-57.12968655756709,2,0.10666667
4366,-46.82571458134578,3,0.10666667
4367,-30.540126855259405,4,0.12888889
4368,-48.94705009868956,3,0.12888889
4369,-36.36811687450359,4,0.12888889
4370,-44.12517198017171,3,0.115555555
4371,-43.59259686065081,3,0.10666667
4372,-40.06221897427388,4,0.12444445
4373,-56.08342083223765,2,0.09777778
4374,-40.65378223132491,4,0.14666666
4375,-63.755008655224955,1,0.07111111
4376,-39.96397683422744,3,0.09777778
4377,-54.016677706683836,3,0.08444444
4378,-45.954172009405106,3,0.115555555
4379,-52.478085368393536,2,0.11111111
4380,-79.92003564604562,1,0.10666667
4381,-63.991543979119434,2,0.093333334
4382,-40.99786501565332,4,0.11111111
4383,-50.49518199908967,3,0.11111111
4384,-35.13730767445076,4,0.115555555
4385,-45.02700404947299,3,0.13777778
4386,-32.02888439436202,4,0.14222223
4387,-19.049132168249653,5,0.19111112
4388,-52.03964080232968,3,0.12
4389,-81.6461503984665,2,0.093333334
4390,-66.89153384492141,1,0.08
4391,-38.516474735910904,4,0.13777778
4392,-53.240878337520854,2,0.13333334
4393,-47.59840135681565,3,0.11111111
4394,-42.0776771483985,4,0.13333334
4395,-72.72864904212408,2,0.04888889
4396,-19.644505177858388,5,0.15555556
4397,-34.89110501363181,4,0.12888889
4398,-50.81937208742279,3,0.115555555
4399,-53.8101120154749,2,0.115555555
4400,-60.37436576242673,1,0.093333334
4401,-44.29693132871833,3,0.093333334
4402,-57.09750578229343,3,0.08444444
4403,-55.62380405717876,2,0.13333334
4404,-43.64942786748144,3,0.13777778
4405,-61.09372648629644,3,0.11111111
4406,-51.07444034400088,3,0.12444445
4407,-40.82329440992317,3,0.16444445
4408,-51.99417627618435,2,0.115555555
4409,-67.22932485771167,1,0.10666667
4410,-37.33096751834613,4,0.14222223
4411,-50.07238896787043,3,0.16
4412,-41.31685726871714,4,0.11111111
4413,-52.63906565992488,3,0.16
4414,-27.10505491535737,5,0.13333334
4415,-34.959389026181235,4,0.15111111
4416,-30.938242088512396,4,0.16
4417,-52.0905549711474,3,0.13333334
4418,-20.65977268811705,6,0.14222223
4419,-39.56170671995732,4,0.16888888
4420,-62.29328976806443,2,0.115555555
4421,-44.293966930269654,3,0.12444445
4422,-75.39709378645249,2,0.11111111
4423,-67.6837725248818,1,0.08888889
4424,-18.40994007651836,5,0.15111111
4425,-50.713744515267884,3,0.12888889
4426,-60.19935461688132,2,0.08
4427,-43.37328632471078,4,0.13777778
4428,-41.88201820566567,4,0.10222222
4429,-62.91877198927247,3,0.115555555
4430,-49.361172172719286,3,0.15111111
4431,-69.10339391826652,2,0.08444444
4432,-49.924525922510696,3,0.14222223
4433,-45.3654069793888,3,0.10222222
4434,-64.21390531066977,3,0.062222224
4435,-48.43836244987803,4,0.08444444
4436,-50.529659445118384,3,0.12888889
4437,-28.178546332560003,5,0.115555555
4438,-32.01755596708459,4,0.12
4439,-61.453279624316735,1,0.13333334
4440,-58.63862044222225,3,0.08
4441,-63.01847385900475,2,0.14222223
4442,-42.67826199790205,4,0.115555555
4443,-46.71704108300252,3,0.12444445
4444,-37.00462929359256,5,0.13333334
4445,-31.34905472974082,4,0.12888889
4446,-47.73885218693544,4,0.11111111
4447,-38.71313908005238,4,0.12444445
4448,-41.03792847889562,3,0.11111111
4449,-44.13899187979049,3,0.12444445
4450,-56.96216175480512,3,0.10222222
4451,-32.027908659818934,4,0.12888889
4452,-46.317292472903304,3,0.16444445
4453,-45.85208318222603,3,0.15555556
4454,-38.733931056628144,4,0.15555556
4455,-32.46314362193971,4,0.10666667
4456,-66.5829184191448,2,0.08444444
4457,-67.3259992960955,2,0.12444445
4458,-50.02489342900958,3,0.06666667
4459,-15.117835982872048,6,0.16444445
4460,-54.43775356337656,3,0.11111111
4461,-92.97037768400646,2,0.062222224
4462,-40.934856733075016,4,0.10666667
